frameIndex,EnergyFlow,Volume,PathCurvature,CoMHeight,PosturalSway,SwayRaw,LeftAngularIntensity,RightAngularIntensity,SyncCorrelation,TransitionTorque,Jerk
121,15.434059164675796,0.034000876557929195,2.0339333133686783,0.8612463885545729,0.07138585178483185,0.0780518366736084,7.843663704652404,8.253957663324886,0.6575317136006708,33.33562912380277,605698.3800061235
122,15.654192471178764,0.026203631313150032,3.819124394519078,0.8506356731057164,0.07199219659153505,0.10287048204055106,8.377201413287008,13.37732582969562,0.5953877767111829,33.689646781868994,600849.540553162
123,15.992855378828994,0.021995670490570846,9.266162266431435,0.8488496917486188,0.07311781490004247,0.10860792017126536,9.248637527159227,9.648032684096655,0.6095868451882899,33.20856278798891,602910.6062652386
124,16.075968842156957,0.027215547342204844,7.863753878110917,0.8502037021517752,0.07482478932144655,0.08532522309666943,6.493637540342517,11.618425916637474,0.5731131722118741,33.2241518899584,602959.7404031004
125,16.10364200479947,0.0314117244226558,5.193587309936297,0.8581799158453939,0.07739185223544107,0.054915321406246685,7.407068608977193,11.166612155636322,0.5555465121912777,33.29029598150487,605273.9855209821
126,16.535939923650087,0.041050705061280245,3.2462917096330433,0.8477057087421415,0.08010983620546686,0.0037257665278512247,11.248774980564997,13.323402031671113,0.6159119486535899,33.42526031032394,610607.974526416
127,16.86138243544997,0.05299235717276546,4.514202587911553,0.8439884933829307,0.08257573621462325,0.029204064906050303,10.51546052859872,14.923831387981572,0.6279228019929403,33.53778735598088,618522.9719937197
128,17.188793562222425,0.06281987593379594,5.901085546826012,0.8369287532567977,0.08441371290971307,0.0527025702543218,10.425646318974618,9.842237058748115,0.619544621253815,33.8913730407585,623893.8622987296
129,17.271977684347867,0.07170574321592701,6.62642169537156,0.8405908983945842,0.08563066195082902,0.06855326303367948,12.755614640091054,10.500254033354182,0.6174827312439883,34.61267428932697,610761.1165693783
130,18.08369530081102,0.0765746613169335,6.874799708411355,0.8359059226512907,0.08584152120797342,0.07891019390195175,10.818126387267874,7.025341349138187,0.5556729143235515,35.22592026701391,657413.4269253691
131,18.652049720904483,0.0793705222978929,9.473267420034738,0.8492885571718215,0.08532293038306664,0.07934351073367642,3.510502522387761,12.249656399605922,0.4199783426086421,36.102875552073314,661022.6235827074
132,18.643180825925896,0.0776781393007979,8.686332704769217,0.8477668172121047,0.08416704341710822,0.082207632062755,7.430760906638486,9.413738444350532,0.39920728007070283,35.78527167110234,644574.8747136901
133,17.936161525576946,0.08078016924592386,9.4306755406269,0.8583158057928083,0.08299352326179171,0.08876180094655833,4.093287786888773,9.51942034203986,0.3330073594633337,34.59023212733506,668196.851557653
134,16.768396318320608,0.08377790448818472,7.497013290591766,0.8513438376784322,0.08210370812423722,0.09246324472576377,5.421232117343372,4.823832119306849,0.29824375423202765,34.98209029913099,578578.68069067
135,16.149716490132246,0.08553939305308762,7.722968849407458,0.8506212341785431,0.08118721491503299,0.09791735897197551,7.5196317284323175,8.495330172099482,0.23911039656260769,34.00734324995323,554857.0096511951
136,16.142055412890723,0.08247158292982888,7.709474184939284,0.8398640793561933,0.08053561105521505,0.09623416592244605,6.842270046402972,9.462472393116254,0.16621804132093215,33.63238980652646,563994.2217359637
137,16.44067041774631,0.07232481817967523,10,0.856103245913982,0.0794886076553017,0.09501481073275245,8.79234615033215,10.840371367601625,0.13958982288195032,34.330602983845154,560837.5947444612
138,16.023486794939668,0.06962958058185882,8.398163831642385,0.8496029630303382,0.07749473323188708,0.08714853566506124,11.415493553795859,10.559935823394092,0.17987630603758537,34.18523992681205,633242.1469838911
139,15.788061884061454,0.06533591036940908,9.048505563339981,0.8506212872266767,0.07562580316962557,0.08663976162406528,11.681984841297878,7.9141696998037,0.20864340676201848,34.98198529721774,638065.7963704885
